,Top10,appid
13264,"['appid', 'action', 'adventure', 'fantasy', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",566750
13265,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",566780
13266,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",566800
13267,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",566810
13268,"['appid', 'adventure', 'rpg', 'action', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",566860
13269,"['appid', 'action', 'simulation', 'first_person', 'sandbox', 'atmospheric', 'building', 'horror', 'heist', 'great_soundtrack']",566870
13270,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",566880
13271,"['appid', 'racing', 'action', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",566900
13272,"['appid', 'free_to_play', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",566910
13273,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",566930
13274,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",566940
13275,"['appid', 'adventure', 'atmospheric', 'strategy', 'exploration', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",566970
13276,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",566980
13277,"['appid', 'racing', 'atmospheric', 'great_soundtrack', 'horror', 'heist', 'funny', 'free_to_play', 'first_person', 'fantasy']",566990
13278,"['appid', 'racing', 'rpg', 'simulation', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567000
13279,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567010
13280,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567020
13281,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567030
13282,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567040
13283,"['appid', 'action', 'fps', 'first_person', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny']",567060
13284,"['appid', 'strategy', 'rpg', 'fantasy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",567080
13285,"['appid', 'strategy', 'psychological_horror', 'horror', 'atmospheric', 'survival', 'adventure', '2d', 'heist', 'great_soundtrack']",567130
13286,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567140
13287,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567150
13288,"['appid', 'strategy', 'adventure', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567160
13289,"['appid', 'adventure', 'rpg', 'pixel_graphics', 'atmospheric', 'great_soundtrack', '2d', 'horror', 'heist', 'funny']",567170
13290,"['appid', 'simulation', 'adventure', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",567200
13291,"['appid', 'adventure', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567210
13292,"['appid', 'action', 'adventure', 'post_apocalyptic', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",567220
13293,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567240
13294,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567250
13295,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567260
13296,"['appid', 'horror', 'adventure', 'action', 'atmospheric', 'exploration', 'psychological_horror', 'driving', 'heist', 'great_soundtrack']",567270
13297,"['appid', 'action', 'great_soundtrack', 'dinosaurs', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",567280
13298,"['appid', 'action', 'great_soundtrack', 'dinosaurs', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",567290
13299,"['appid', 'action', 'racing', 'first_person', 'multiplayer', 'singleplayer', 'adventure', 'fps', 'dinosaurs', 'heist']",567320
13300,"['appid', 'adventure', 'strategy', 'rpg', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567340
13301,"['appid', 'action', 'horror', 'pixel_graphics', 'fps', 'shooter', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",567370
13302,"['appid', 'rpg', 'adventure', 'story_rich', 'great_soundtrack', 'action', 'pixel_graphics', 'choices_matter', 'singleplayer', '2d']",567380
13303,"['appid', 'racing', 'action', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567430
13304,"['appid', 'action', 'adventure', 'survival', 'third_person', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",567480
13305,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567580
13306,"['appid', 'action', 'adventure', 'shooter', 'zombies', 'singleplayer', 'horror', 'atmospheric', 'survival', 'story_rich']",567600
13307,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567620
13308,"['appid', 'story_rich', 'great_soundtrack', 'singleplayer', 'adventure', 'psychological_horror', 'horror', 'atmospheric', 'comedy', 'funny']",567640
13309,"['appid', 'action', '2d', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",567660
13310,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567670
13311,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567680
13312,"['appid', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567690
13313,"['appid', 'action', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567730
13314,"['appid', 'simulation', 'rpg', 'singleplayer', '2d', 'great_soundtrack', 'funny', 'comedy', 'heist', 'free_to_play']",567750
13315,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",567780
13316,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567800
13317,"['appid', 'first_person', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'fantasy']",567840
13318,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567860
13319,"['appid', 'action', 'co_op', 'singleplayer', 'competitive', 'multiplayer', 'team_based', 'e_sports', 'survival', 'strategy']",567890
13320,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",567980
13321,"['appid', 'rpg', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568020
13322,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568030
13323,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568040
13324,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568060
13325,"['appid', 'horror', 'first_person', 'singleplayer', 'action', 'story_rich', 'survival', 'funny', 'strategy', 'adventure']",568090
13326,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568130
13327,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568160
13328,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568180
13329,"['appid', 'rpg', 'action', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568190
13330,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",568200
13331,"['appid', 'simulation', 'horror', 'great_soundtrack', 'strategy', 'story_rich', 'psychological_horror', '2d', 'singleplayer', 'atmospheric']",568220
13332,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568240
13333,"['appid', 'adventure', 'action', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568250
13334,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",568300
13335,"['appid', 'action', 'adventure', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568310
13336,"['appid', '2d', 'pixel_graphics', 'strategy', 'singleplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568320
13337,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",568330
13338,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568340
13339,"['appid', 'action', 'strategy', 'great_soundtrack', 'funny', 'tactical', 'dark_fantasy', 'horror', 'heist', 'free_to_play']",568370
13340,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568400
13341,"['appid', 'action', 'adventure', 'zombies', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",568440
13342,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568450
13343,"['appid', 'adventure', 'pixel_graphics', '2d', 'singleplayer', 'funny', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",568460
13344,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568470
13345,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568480
13346,"['appid', 'adventure', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568490
13347,"['appid', '2d', 'singleplayer', 'atmospheric', 'great_soundtrack', 'physics', 'dinosaurs', 'horror', 'heist', 'funny']",568500
13348,"['appid', 'crafting', 'survival', 'open_world', 'sandbox', 'simulation', 'building', 'adventure', 'exploration', 'multiplayer']",568570
13349,"['appid', 'free_to_play', 'simulation', 'war', 'action', 'multiplayer', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny']",568580
13350,"['appid', 'free_to_play', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",568600
13351,"['appid', 'rpg', 'adventure', 'choices_matter', 'story_rich', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568610
13352,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",568640
13353,"['appid', 'action', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568670
13354,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568690
13355,"['appid', 'adventure', 'horror', 'singleplayer', 'multiple_endings', 'atmospheric', 'psychological_horror', 'great_soundtrack', 'story_rich', 'first_person']",568720
13356,"['appid', 'simulation', 'rpg', 'adventure', 'strategy', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568750
13357,"['appid', 'free_to_play', 'simulation', 'choices_matter', 'story_rich', 'fantasy', 'great_soundtrack', 'multiple_endings', 'dark_fantasy', 'heist']",568770
13358,"['appid', 'simulation', 'strategy', 'singleplayer', 'crime', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568780
13359,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568800
13360,"['appid', 'rpg', 'singleplayer', 'adventure', 'story_rich', 'strategy', 'exploration', 'fantasy', 'heist', 'great_soundtrack']",568830
13361,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568840
13362,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568860
13363,"['appid', 'strategy', 'rpg', 'simulation', 'pixel_graphics', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",568910
13364,"['appid', 'action', 'adventure', '2d', 'great_soundtrack', 'story_rich', 'funny', 'dinosaurs', 'horror', 'heist']",568920
13365,"['appid', 'adventure', 'horror', 'first_person', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",568930
13366,"['appid', 'simulation', 'racing', 'action', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569010
13367,"['appid', 'adventure', 'funny', 'comedy', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'free_to_play']",569050
13368,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569130
13369,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569140
13370,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569150
13371,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",569180
13372,"['appid', 'rpg', 'action', 'simulation', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569200
13373,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569210
13374,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569220
13375,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569270
13376,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569290
13377,"['appid', 'adventure', 'simulation', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569340
13378,"['appid', 'action', 'strategy', 'multiplayer', 'funny', 'survival', 'physics', 'dinosaurs', 'heist', 'great_soundtrack']",569350
13379,"['appid', 'action', '2d', 'adventure', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",569360
13380,"['appid', 'free_to_play', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",569370
13381,"['appid', 'adventure', 'atmospheric', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569380
13382,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569390
13383,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569420
13384,"['appid', 'action', 'adventure', 'horror', 'psychological_horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569430
13385,"['appid', 'strategy', 'building', 'simulation', 'sandbox', 'singleplayer', 'survival', 'action', 'pixel_graphics', 'great_soundtrack']",569480
13386,"['appid', 'adventure', 'action', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569490
13387,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569500
13388,"['appid', 'adventure', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569520
13389,"['appid', 'action', 'fps', 'multiplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569530
13390,"['appid', 'rpg', 'adventure', 'action', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569570
13391,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569590
13392,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569610
13393,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569630
13394,"['appid', 'action', 'adventure', 'rpg', 'zombies', 'atmospheric', 'building', 'moba', 'horror', 'heist']",569640
13395,"['appid', 'free_to_play', 'action', 'multiplayer', '2d', 'co_op', 'pixel_graphics', 'driving', 'horror', 'heist']",569720
13396,"['appid', 'horror', 'zombies', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",569760
13397,"['appid', 'building', 'sandbox', '2d', 'action', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",569770
13398,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569800
13399,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569810
13400,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569840
13401,"['appid', 'adventure', 'pixel_graphics', '2d', 'comedy', 'singleplayer', 'story_rich', 'funny', 'great_soundtrack', 'third_person']",569860
13402,"['appid', 'action', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569870
13403,"['appid', 'strategy', 'multiplayer', 'competitive', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",569940
13404,"['appid', 'rpg', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",569970
13405,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570000
13406,"['appid', 'action', 'shooter', 'great_soundtrack', 'dark_fantasy', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",570050
13407,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570060
13408,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570090
13409,"['appid', 'adventure', 'action', 'strategy', 'survival', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",570150
13410,"['appid', 'action', 'adventure', 'horror', 'psychological_horror', 'singleplayer', 'open_world', 'exploration', 'simulation', 'atmospheric']",570230
13411,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570340
13412,"['appid', 'adventure', 'horror', 'psychological_horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570350
13413,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570380
13414,"['appid', 'simulation', 'action', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570420
13415,"['appid', 'multiplayer', 'co_op', 'strategy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570460
13416,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570470
13417,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570490
13418,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570500
13419,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570540
13420,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570580
13421,"['appid', 'adventure', 'strategy', 'simulation', 'rpg', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570590
13422,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570600
13423,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570680
13424,"['appid', 'action', 'fps', 'shooter', 'zombies', 'horror', 'atmospheric', 'building', 'moba', 'heist']",570690
13425,"['appid', 'action', 'adventure', 'open_world', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570710
13426,"['appid', 'rpg', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570770
13427,"['appid', 'rpg', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570780
13428,"['appid', 'simulation', 'singleplayer', 'building', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570790
13429,"['appid', 'adventure', 'rpg', 'comedy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570810
13430,"['appid', 'free_to_play', 'choices_matter', 'singleplayer', 'story_rich', 'multiple_endings', 'psychological_horror', 'great_soundtrack', 'dinosaurs', 'heist']",570840
13431,"['appid', 'action', 'adventure', 'rpg', 'strategy', 'fps', 'horror', 'heist', 'great_soundtrack', 'funny']",570850
13432,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570860
13433,"['appid', 'action', 'adventure', '2d', 'singleplayer', 'atmospheric', 'story_rich', 'fps', 'fantasy', 'first_person']",570890
13434,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570910
13435,"['appid', 'dark_fantasy', 'action', 'rpg', 'atmospheric', 'great_soundtrack', 'adventure', 'third_person', 'story_rich', 'exploration']",570940
13436,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",570950
13437,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",570970
13438,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",570980
13439,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571020
13440,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571040
13441,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571050
13442,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571060
13443,"['appid', 'racing', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571080
13444,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571230
13445,"['appid', 'multiplayer', 'action', 'great_soundtrack', 'dinosaurs', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",571260
13446,"['appid', 'adventure', 'action', '2d', 'great_soundtrack', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'funny']",571310
13447,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571330
13448,"['appid', 'action', 'adventure', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571340
13449,"['appid', 'free_to_play', 'action', 'pixel_graphics', '2d', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack']",571350
13450,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571430
13451,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571500
13452,"['appid', 'adventure', 'action', 'horror', 'dinosaurs', 'moba', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571520
13453,"['appid', 'rpg', 'action', 'singleplayer', 'adventure', 'great_soundtrack', 'strategy', 'heist', 'funny', 'free_to_play']",571530
13454,"['appid', 'adventure', 'rpg', 'strategy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571550
13455,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571630
13456,"['appid', 'action', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571660
13457,"['appid', 'adventure', 'rpg', 'strategy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",571680
13458,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",571690
13459,"['appid', 'adventure', 'action', 'singleplayer', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571720
13460,"['appid', 'multiplayer', 'simulation', 'funny', 'singleplayer', 'online_co_op', 'sandbox', 'dark_fantasy', 'great_soundtrack', 'free_to_play']",571740
13461,"['appid', 'action', 'fps', 'shooter', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",571860
