,Top10,appid
20490,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765200
20491,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765210
20492,"['appid', 'sandbox', '2d', 'action', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765230
20493,"['appid', 'action', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765240
20494,"['appid', 'simulation', 'sandbox', 'strategy', 'action', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765250
20495,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765260
20496,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765290
20497,"['appid', 'rpg', 'action', 'adventure', 'simulation', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765300
20498,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765320
20499,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765350
20500,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765360
20501,"['appid', 'strategy', 'tactical', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765370
20502,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765380
20503,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765390
20504,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765400
20505,"['appid', 'action', 'multiplayer', 'shooter', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765410
20506,"['appid', 'action', 'strategy', 'simulation', 'racing', 'adventure', 'rpg', 'atmospheric', 'dinosaurs', 'heist']",765460
20507,"['appid', 'strategy', 'tactical', '2d', 'singleplayer', 'military', 'war', 'horror', 'dark_fantasy', 'great_soundtrack']",765470
20508,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765490
20509,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765530
20510,"['appid', 'strategy', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765560
20511,"['appid', 'action', 'simulation', 'fps', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765570
20512,"['appid', 'action', 'co_op', 'online_co_op', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765590
20513,"['appid', '2d', 'great_soundtrack', 'dinosaurs', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",765610
20514,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765620
20515,"['appid', 'adventure', 'racing', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765630
20516,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765640
20517,"['appid', 'free_to_play', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",765650
20518,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765690
20519,"['appid', 'free_to_play', 'action', 'multiplayer', 'horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny', 'first_person']",765710
20520,"['appid', 'action', 'rpg', 'adventure', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765730
20521,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765770
20522,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765780
20523,"['appid', 'strategy', 'adventure', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765790
20524,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765840
20525,"['appid', 'adventure', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765850
20526,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765860
20527,"['appid', 'adventure', 'comedy', '2d', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny']",765870
20528,"['appid', 'adventure', 'first_person', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765880
20529,"['appid', 'adventure', '2d', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765890
20530,"['appid', 'adventure', 'comedy', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",765900
20531,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765910
20532,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",765940
20533,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",765950
20534,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766000
20535,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",766010
20536,"['appid', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766040
20537,"['appid', 'adventure', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",766070
20538,"['appid', 'free_to_play', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",766090
20539,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766110
20540,"['appid', 'great_soundtrack', 'zombies', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person', 'fantasy']",766280
20541,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766300
20542,"['appid', 'rpg', 'action', 'fantasy', 'adventure', 'first_person', 'singleplayer', 'horror', 'heist', 'great_soundtrack']",766320
20543,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766360
20544,"['appid', 'action', 'multiplayer', 'zombies', 'survival', 'rpg', 'pvp', 'crafting', 'fps', 'open_world']",766370
20545,"['appid', 'action', 'great_soundtrack', 'dinosaurs', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person']",766420
20546,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",766430
20547,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766460
20548,"['appid', 'action', 'adventure', 'zombies', 'multiplayer', '2d', 'exploration', 'moba', 'horror', 'heist']",766500
20549,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",766530
20550,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766560
20551,"['appid', 'free_to_play', 'multiplayer', 'simulation', 'open_world', 'first_person', 'singleplayer', 'rpg', 'adventure', 'atmospheric']",766570
20552,"['appid', 'action', 'simulation', 'funny', 'physics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'free_to_play']",766600
20553,"['appid', 'rpg', 'adventure', 'simulation', 'strategy', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",766620
20554,"['appid', 'adventure', 'rpg', 'story_rich', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",766630
20555,"['appid', 'free_to_play', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",766650
20556,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",766700
20557,"['appid', 'action', 'adventure', 'psychological_horror', 'great_soundtrack', 'comedy', 'story_rich', 'singleplayer', 'horror', 'co_op']",766730
20558,"['appid', 'adventure', '2d', 'singleplayer', 'atmospheric', 'funny', 'comedy', 'driving', 'horror', 'heist']",766740
20559,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",766780
20560,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766850
20561,"['appid', 'rpg', 'simulation', 'adventure', 'psychological_horror', 'story_rich', 'horror', 'choices_matter', 'dinosaurs', 'heist']",766920
20562,"['appid', 'rpg', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",766940
20563,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767020
20564,"['appid', 'strategy', 'simulation', 'singleplayer', '2d', 'story_rich', 'driving', 'exploration', 'fps', 'fantasy']",767030
20565,"['appid', 'horror', 'adventure', 'action', 'atmospheric', 'singleplayer', 'psychological_horror', 'driving', 'heist', 'great_soundtrack']",767050
20566,"['appid', 'action', 'adventure', '2d', 'comedy', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack']",767100
20567,"['appid', 'simulation', 'singleplayer', 'funny', 'free_to_play', 'first_person', 'fps', 'dark_fantasy', 'horror', 'heist']",767110
20568,"['appid', 'mature', 'simulation', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",767130
20569,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767170
20570,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767200
20571,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767240
20572,"['appid', 'free_to_play', 'strategy', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person', 'fantasy']",767300
20573,"['appid', 'strategy', 'action', 'adventure', 'survival', 'sandbox', 'crafting', 'open_world', 'choices_matter', 'driving']",767310
20574,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767330
20575,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767340
20576,"['appid', 'racing', 'mature', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767360
20577,"['appid', 'racing', 'simulation', 'adventure', 'open_world', 'dark_fantasy', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",767390
20578,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",767400
20579,"['appid', 'free_to_play', 'simulation', 'singleplayer', 'multiplayer', 'building', '2d', 'dinosaurs', 'heist', 'great_soundtrack']",767420
20580,"['appid', 'strategy', 'great_soundtrack', 'dark_fantasy', 'horror', 'heist', 'funny', 'free_to_play', 'first_person', 'fantasy']",767460
20581,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767490
20582,"['appid', 'adventure', 'story_rich', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767500
20583,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767550
20584,"['appid', 'free_to_play', 'action', 'multiplayer', 'fps', 'shooter', 'pvp', 'dinosaurs', 'heist', 'great_soundtrack']",767560
20585,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767590
20586,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767600
20587,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767660
20588,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",767680
20589,"['appid', 'free_to_play', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'first_person']",767690
20590,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",767810
20591,"['appid', 'great_soundtrack', 'zombies', 'moba', 'horror', 'heist', 'funny', 'free_to_play', 'first_person', 'fantasy']",767840
20592,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767870
20593,"['appid', 'horror', 'first_person', 'singleplayer', 'atmospheric', 'psychological_horror', 'dinosaurs', 'heist', 'great_soundtrack', 'funny']",767910
20594,"['appid', 'action', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767930
20595,"['appid', 'strategy', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767960
20596,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",767970
20597,"['appid', 'rpg', 'adventure', 'strategy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",767980
20598,"['appid', 'adventure', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",768020
20599,"['appid', 'action', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768060
20600,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",768100
20601,"['appid', 'action', 'adventure', 'simulation', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768110
20602,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768130
20603,"['appid', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",768170
20604,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",768180
20605,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",768270
20606,"['appid', 'adventure', 'dinosaurs', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",768290
20607,"['appid', 'simulation', 'funny', 'singleplayer', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'free_to_play', 'first_person']",768300
20608,"['appid', 'action', '2d', 'singleplayer', 'pixel_graphics', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny']",768310
20609,"['appid', 'survival', 'rpg', 'open_world', 'strategy', 'adventure', 'simulation', 'multiplayer', 'crafting', 'sandbox']",768370
20610,"['appid', 'action', 'adventure', 'rpg', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768470
20611,"['appid', 'adventure', 'action', 'strategy', 'dinosaurs', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768480
20612,"['appid', 'action', 'racing', 'zombies', 'adventure', 'driving', 'moba', 'horror', 'heist', 'great_soundtrack']",768510
20613,"['appid', 'simulation', 'action', 'adventure', 'rpg', 'dinosaurs', 'survival', 'singleplayer', 'funny', 'free_to_play']",768540
20614,"['appid', 'action', 'simulation', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person']",768550
20615,"['appid', 'action', 'simulation', 'survival', 'dark_fantasy', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play']",768570
20616,"['appid', 'racing', 'action', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",768580
20617,"['appid', 'zombies', 'moba', 'horror', 'heist', 'great_soundtrack', 'funny', 'free_to_play', 'first_person', 'fantasy']",768590
